股票代码,股票名称,最终资产,总收益率,胜率,交易次数(对),最大回撤,夏普比率,总手续费,挂单重试(买/卖)
300213,佳讯飞鸿,232447.94,132.45%,32.82%,131,72.96%,0.28,21644.14,买0 | 卖1
300218,安利股份,231835.01,131.84%,36.57%,134,53.49%,0.25,11886.91,买1 | 卖1
002593,日上集团,231787.36,131.79%,34.46%,148,69.55%,0.25,21177.68,买1 | 卖0
300121,阳谷华泰,231294.02,131.29%,38.30%,141,59.49%,0.25,14631.91,买1 | 卖1
301255,通力科技,231222.01,131.22%,36.67%,30,37.40%,0.77,4667.03,买0 | 卖0
000030,富奥股份,231156.98,131.16%,34.08%,267,74.14%,0.17,42381.12,买32 | 卖16
002977,天箭科技,230609.09,130.61%,37.50%,48,37.15%,0.5,4361.91,买7 | 卖0
002833,弘亚数控,230600.95,130.60%,44.44%,81,39.35%,0.38,8537.07,买10 | 卖0
300806,斯迪克,230561.23,130.56%,37.70%,61,44.63%,0.47,4881.77,买13 | 卖0
002251,步步高,230402.24,130.40%,35.06%,154,60.37%,0.21,26086.74,买3 | 卖4
002128,电投能源,230308.9,130.31%,37.36%,174,62.81%,0.2,16861.14,买7 | 卖0
003043,华亚智能,230093.45,130.09%,41.86%,43,40.01%,0.58,6184.59,买8 | 卖0
300241,瑞丰光电,229937.93,129.94%,37.23%,137,61.31%,0.27,19868.07,买0 | 卖0
002339,积成电子,229767.99,129.77%,36.94%,157,64.77%,0.24,16226.98,买2 | 卖0
002052,同洲电子,229744.47,129.74%,37.87%,169,88.24%,0.23,16554.51,买27 | 卖10
301259,艾布鲁,228957.85,128.96%,37.14%,35,57.21%,0.65,3258.2,买0 | 卖0
002059,云南旅游,228807.03,128.81%,36.20%,163,57.14%,0.22,23193.96,买7 | 卖2
000023,ST深天,228678.68,128.68%,32.13%,277,87.13%,0.18,133240.38,买4 | 卖11
000866,扬子石化,228367.24,128.37%,42.25%,71,30.75%,0.44,7495.76,买1 | 卖0
000059,华锦股份,228186.13,128.19%,33.46%,272,77.87%,0.18,52993.88,买3 | 卖4
001872,招商港口,227674.02,127.67%,37.50%,288,58.95%,0.12,46080.06,买1 | 卖2
002374,中锐股份,227510.58,127.51%,30.00%,140,66.21%,0.24,15781.4,买5 | 卖0
301333,诺思格,227454.04,127.45%,57.69%,26,32.86%,0.68,2128.96,买0 | 卖0
300523,辰安科技,227341.89,127.34%,38.27%,81,43.64%,0.36,7617.17,买19 | 卖0
301052,果麦文化,226457.76,126.46%,42.11%,38,50.83%,0.57,4090.2,买1 | 卖0
300650,太龙股份,226253.91,126.25%,42.17%,83,40.49%,0.36,8406.07,买9 | 卖1
300380,安硕信息,225945.32,125.95%,32.43%,111,67.52%,0.31,15533.71,买1 | 卖0
002382,蓝帆医疗,225686.64,125.69%,37.69%,130,49.64%,0.24,13909.41,买5 | 卖2
002821,凯莱英,225138.78,125.14%,43.37%,83,42.04%,0.36,6729.21,买12 | 卖0
002396,星网锐捷,224947.13,124.95%,38.41%,138,64.69%,0.25,15911.91,买1 | 卖1
002077,大港股份,224606.02,124.61%,34.59%,185,68.99%,0.23,18877.95,买2 | 卖1
000629,钒钛股份,224402.69,124.40%,37.34%,233,65.35%,0.15,16731.34,买1 | 卖4
002161,远 望 谷,223617.57,123.62%,33.14%,169,69.58%,0.23,12840.39,买2 | 卖1
002603,以岭药业,223305.36,123.31%,30.60%,134,37.92%,0.24,11613.65,买1 | 卖1
002370,亚太药业,223063.01,123.06%,36.55%,145,81.09%,0.24,16588.01,买3 | 卖2
002350,北京科锐,222305.75,122.31%,36.08%,158,51.30%,0.23,21865.19,买1 | 卖0
300859,西域旅游,222056.83,122.06%,42.31%,52,55.36%,0.49,7891.12,买12 | 卖0
002243,力合科创,222042.11,122.04%,36.02%,161,58.74%,0.22,17515.85,买10 | 卖1
301280,珠城科技,221949.4,121.95%,34.62%,26,35.12%,0.79,2002.62,买0 | 卖0
300204,舒泰神,221519.99,121.52%,36.17%,141,66.33%,0.25,18577.0,买1 | 卖1
600022,山东钢铁,221450.2,121.45%,30.90%,178,55.27%,0.17,24208.71,买1 | 卖0
300536,农尚环境,221280.2,121.28%,33.75%,80,77.02%,0.34,15563.79,买14 | 卖1
000558,天府文旅,221238.75,121.24%,33.99%,306,93.10%,0.2,61398.26,买4 | 卖5
002088,鲁阳节能,221023.09,121.02%,37.78%,180,54.35%,0.19,24381.91,买4 | 卖1
002648,卫星化学,220917.37,120.92%,33.56%,146,48.28%,0.25,14918.65,买2 | 卖1
002016,世荣兆业,220779.03,120.78%,33.67%,199,65.10%,0.2,39349.98,买2 | 卖2
000956,中原油气,220471.22,120.47%,46.43%,56,37.90%,0.51,6606.79,买0 | 卖0
600015,华夏银行,220273.95,120.27%,38.39%,211,51.43%,0.14,26759.04,买0 | 卖0
300368,汇金股份,219970.67,119.97%,35.64%,101,90.06%,0.32,19634.33,买4 | 卖3
301285,鸿日达,219713.66,119.71%,43.33%,30,38.81%,0.74,2847.34,买0 | 卖0
002495,佳隆股份,219584.79,119.58%,36.23%,138,47.14%,0.23,20758.2,买1 | 卖0
002198,嘉应制药,219353.77,119.35%,30.00%,160,64.69%,0.22,14526.19,买1 | 卖5
301421,波长光电,219336.73,119.34%,37.50%,24,32.19%,0.8,3027.26,买0 | 卖0
300199,翰宇药业,219186.74,119.19%,33.58%,134,80.10%,0.27,12908.21,买1 | 卖0
300677,英科医疗,219065.99,119.07%,37.97%,79,79.07%,0.36,12113.04,买6 | 卖0
300181,佐力药业,218586.31,118.59%,34.04%,141,56.46%,0.24,17495.78,买1 | 卖0
002384,东山精密,218393.86,118.39%,36.49%,148,76.10%,0.24,7901.23,买1 | 卖1
002012,凯恩股份,218384.0,118.38%,38.50%,187,70.15%,0.21,30532.03,买1 | 卖3
301022,海泰科,218052.43,118.05%,41.03%,39,57.07%,0.53,3035.56,买0 | 卖0
300252,金信诺,218010.5,118.01%,38.41%,138,68.78%,0.27,22255.52,买1 | 卖1
002542,中化岩土,217678.42,117.68%,36.03%,136,81.50%,0.25,17132.54,买9 | 卖0
300046,台基股份,217113.37,117.11%,34.01%,147,66.71%,0.24,10016.63,买0 | 卖0
301338,凯格精机,216980.07,116.98%,42.42%,33,42.36%,0.69,2424.96,买0 | 卖0
002055,ST得润,216704.35,116.70%,35.59%,177,68.72%,0.22,29822.75,买0 | 卖3
002409,雅克科技,216149.04,116.15%,33.33%,147,66.70%,0.23,10727.98,买5 | 卖0
002970,锐明技术,216101.13,116.10%,41.82%,55,35.91%,0.45,6319.87,买9 | 卖1
002812,恩捷股份,215892.69,115.89%,32.58%,89,76.95%,0.34,13609.34,买7 | 卖0
301210,金杨精密,215870.74,115.87%,43.48%,23,32.49%,0.8,2040.23,买0 | 卖0
300963,中洲特材,215465.14,115.47%,36.59%,41,46.97%,0.51,2853.84,买0 | 卖0
000585,东电退,215211.66,115.21%,35.34%,232,86.34%,0.2,99183.44,买20 | 卖17
002125,湘潭电化,215154.15,115.15%,34.46%,177,66.76%,0.23,22865.97,买11 | 卖8
301292,海科新源,215122.11,115.12%,34.78%,23,44.75%,0.74,1646.9,买0 | 卖0
002918,蒙娜丽莎,215081.61,115.08%,37.14%,70,43.12%,0.37,5818.38,买3 | 卖0
002980,华盛昌,214990.44,114.99%,38.00%,50,53.24%,0.48,5350.64,买6 | 卖0
002770,科迪退,214405.95,114.41%,41.07%,56,71.41%,0.44,7653.03,买10 | 卖2
300012,华测检测,214163.79,114.16%,38.22%,157,75.56%,0.21,25116.25,买2 | 卖0
300125,ST聆达,212875.07,112.88%,39.86%,138,69.83%,0.26,13322.95,买0 | 卖1
002584,西陇科学,212648.28,112.65%,37.40%,123,58.63%,0.27,17620.79,买2 | 卖1
002392,北京利尔,212647.93,112.65%,39.85%,133,62.05%,0.22,11222.11,买0 | 卖0
002601,龙佰集团,212615.62,112.62%,34.53%,139,54.24%,0.23,16459.38,买1 | 卖0
300245,天玑科技,212521.63,112.52%,32.59%,135,75.81%,0.26,11051.35,买1 | 卖0
002157,正邦科技,212307.48,112.31%,36.26%,182,83.28%,0.21,40750.52,买4 | 卖0
600087,退市长油,212069.04,112.07%,40.69%,145,41.78%,0.21,14638.93,买0 | 卖0
300279,和晶科技,211969.43,111.97%,35.61%,132,67.31%,0.27,16031.57,买5 | 卖1
003025,思进智能,211873.41,111.87%,51.16%,43,25.11%,0.55,4558.54,买6 | 卖0
300579,数字认证,211730.87,111.73%,37.50%,88,65.51%,0.33,9605.18,买12 | 卖0
301155,海力风电,211390.24,111.39%,50.00%,30,36.00%,0.59,3423.73,买0 | 卖0
002847,盐津铺子,211154.43,111.15%,35.44%,79,63.95%,0.33,8316.52,买16 | 卖3
300652,雷迪克,210532.14,110.53%,28.57%,84,64.74%,0.34,4513.87,买5 | 卖0
000885,城发环境,210165.65,110.17%,37.67%,223,73.31%,0.18,29197.3,买20 | 卖17
301392,汇成真空,209797.41,109.80%,50.00%,12,36.65%,0.99,1467.6,买0 | 卖0
300225,ST金泰,209536.96,109.54%,45.97%,124,55.97%,0.25,13116.07,买0 | 卖0
300480,光力科技,209483.52,109.48%,33.00%,100,65.21%,0.31,9967.43,买17 | 卖0
000063,中兴通讯,209453.24,109.45%,38.35%,266,71.33%,0.14,49044.79,买2 | 卖8
000850,华茂股份,209319.53,109.32%,36.36%,253,75.00%,0.18,29688.55,买0 | 卖2
002026,山东威达,209207.3,109.21%,37.19%,199,52.27%,0.17,20711.69,买0 | 卖3
300413,芒果超媒,208682.87,108.68%,37.76%,98,63.73%,0.31,15929.1,买16 | 卖1
002596,海南瑞泽,208551.86,108.55%,39.34%,122,64.88%,0.26,9448.12,买6 | 卖0
002987,京北方,208404.94,108.40%,39.13%,46,41.75%,0.46,3249.01,买7 | 卖0
002424,ST百灵,208334.46,108.33%,38.46%,143,50.32%,0.21,23022.59,买3 | 卖2
300434,金石亚药,208040.41,108.04%,36.56%,93,66.83%,0.3,9544.59,买24 | 卖2
002401,中远海科,207765.07,107.77%,33.80%,142,59.61%,0.23,11512.94,买1 | 卖1
301181,标榜股份,207537.3,107.54%,41.03%,39,46.41%,0.58,3136.68,买0 | 卖0
301293,三博脑科,206586.74,106.59%,36.00%,25,45.57%,0.72,2387.25,买0 | 卖0
301049,超越科技,206383.21,106.38%,42.11%,38,34.76%,0.52,3424.8,买0 | 卖0
600001,邯郸钢铁,206307.26,106.31%,33.64%,107,55.33%,0.27,7888.76,买0 | 卖0
002567,唐人神,206214.6,106.21%,31.78%,129,38.44%,0.22,17665.39,买1 | 卖0
000669,ST金鸿,205961.13,105.96%,31.62%,272,73.68%,0.15,22409.91,买15 | 卖8
300071,福石控股,205387.41,105.39%,34.38%,128,60.81%,0.28,8462.61,买3 | 卖0
301007,德迈仕,205259.96,105.26%,39.02%,41,48.05%,0.5,3819.1,买1 | 卖0
002365,永安药业,205253.79,105.25%,34.84%,155,54.47%,0.21,17521.26,买1 | 卖0
300142,沃森生物,205169.53,105.17%,38.69%,137,56.08%,0.23,13360.49,买0 | 卖1
002692,远程股份,205164.37,105.16%,39.06%,128,70.84%,0.25,10830.62,买1 | 卖1
600104,上汽集团,205070.94,105.07%,35.07%,268,56.60%,0.12,42063.01,买0 | 卖0
301299,卓创资讯,204917.06,104.92%,34.38%,32,34.64%,0.63,3882.93,买0 | 卖0
002540,亚太科技,204605.75,104.61%,38.46%,143,47.34%,0.21,15836.22,买0 | 卖0
002022,科华生物,204285.26,104.29%,37.56%,197,56.04%,0.16,28277.82,买2 | 卖1
002633,申科股份,204269.2,104.27%,36.44%,118,82.88%,0.25,13995.77,买7 | 卖12
002100,天康生物,204205.51,104.21%,34.29%,175,65.55%,0.19,14511.41,买3 | 卖1
300203,聚光科技,204169.28,104.17%,39.06%,128,59.77%,0.23,13530.75,买0 | 卖2
002170,芭田股份,204132.63,104.13%,37.21%,172,67.70%,0.2,17636.29,买3 | 卖4
300358,楚天科技,204073.74,104.07%,32.71%,107,74.20%,0.28,10741.24,买0 | 卖0
002333,罗普斯金,203986.34,103.99%,41.10%,146,51.55%,0.2,18009.65,买0 | 卖0
300988,津荣天宇,203645.89,103.65%,44.74%,38,40.92%,0.5,3887.06,买0 | 卖0
300289,利德曼,203045.2,103.05%,40.80%,125,45.34%,0.24,11992.85,买1 | 卖0
301076,新瀚新材,203036.93,103.04%,32.56%,43,37.77%,0.52,3295.06,买0 | 卖0
300507,苏奥传感,202882.55,102.88%,36.26%,91,68.37%,0.31,5920.43,买9 | 卖0
002935,天奥电子,202698.18,102.70%,43.94%,66,32.40%,0.37,5573.86,买10 | 卖0
300047,天源迪科,201806.56,101.81%,32.64%,144,79.51%,0.23,16678.43,买0 | 卖2
000726,鲁  泰Ａ,201726.4,101.73%,34.67%,225,49.79%,0.1,25833.67,买0 | 卖0
300658,延江股份,201578.98,101.58%,41.67%,72,57.18%,0.33,5509.04,买5 | 卖0
002376,新北洋,201493.22,101.49%,40.94%,149,68.02%,0.2,24356.86,买1 | 卖0
300005,探路者,201450.2,101.45%,36.84%,152,66.94%,0.21,18761.88,买1 | 卖0
301237,和顺科技,201321.0,101.32%,39.39%,33,32.47%,0.62,2398.0,买0 | 卖0
300130,新国都,200521.43,100.52%,35.94%,128,59.67%,0.23,10605.66,买14 | 卖0
002699,ST美盛,200263.25,100.26%,36.56%,93,64.55%,0.3,20914.74,买1 | 卖10
002715,登云股份,200030.67,100.03%,33.04%,112,68.23%,0.27,11240.3,买9 | 卖3
000848,承德露露,199077.84,99.08%,32.16%,283,77.37%,0.12,33957.21,买1 | 卖0
003041,真爱美家,199008.7,99.01%,41.86%,43,44.83%,0.51,2529.32,买10 | 卖0
002792,通宇通讯,198856.04,98.86%,36.73%,98,65.22%,0.29,6486.98,买9 | 卖0
002773,康弘药业,198793.01,98.79%,34.74%,95,54.51%,0.27,12608.04,买8 | 卖0
301016,雷尔伟,198612.06,98.61%,39.13%,46,42.23%,0.49,4228.92,买0 | 卖0
002329,皇氏集团,198371.11,98.37%,35.71%,140,64.52%,0.22,23277.96,买3 | 卖2
002752,昇兴股份,198296.75,98.30%,34.04%,94,61.55%,0.28,18838.25,买12 | 卖2
301488,豪恩汽电,198039.24,98.04%,43.48%,23,42.83%,0.71,1292.76,买0 | 卖0
301617,博苑股份,197944.64,97.94%,57.14%,7,21.09%,1.47,790.34,买0 | 卖0
600066,宇通客车,197641.14,97.64%,38.08%,281,56.56%,0.1,26312.81,买0 | 卖1
301072,中捷精工,197450.51,97.45%,41.67%,36,57.35%,0.51,3551.47,买1 | 卖0
000902,新洋丰,197345.36,97.35%,36.84%,247,72.97%,0.14,37137.66,买1 | 卖2
003022,联泓新科,197333.25,97.33%,33.33%,48,50.81%,0.46,6330.74,买3 | 卖0
600102,莱钢股份,197303.8,97.30%,31.75%,126,67.41%,0.24,14220.21,买0 | 卖0
002527,新时达,197287.22,97.29%,36.17%,141,76.81%,0.22,9882.77,买3 | 卖5
002213,大为股份,197124.56,97.12%,31.95%,169,86.10%,0.21,18008.49,买2 | 卖4
000826,启迪环境,196914.69,96.91%,33.87%,248,71.76%,0.18,35189.11,买4 | 卖10
300129,泰胜风能,196875.72,96.88%,31.54%,149,71.23%,0.22,13676.27,买0 | 卖0
301128,强瑞技术,196660.1,96.66%,37.21%,43,45.60%,0.51,2858.9,买0 | 卖0
000707,双环科技,196659.59,96.66%,29.01%,262,97.10%,0.3,53115.33,买5 | 卖5
002695,煌上煌,196617.7,96.62%,33.83%,133,65.12%,0.23,21035.27,买0 | 卖0
600116,三峡水利,196609.5,96.61%,37.79%,262,60.52%,0.13,36268.51,买0 | 卖1
300157,新锦动力,196597.02,96.60%,40.15%,132,62.75%,0.25,16357.95,买2 | 卖1
002447,晨鑫退,196513.52,96.51%,30.53%,95,66.63%,0.28,16465.46,买11 | 卖1
002206,海 利 得,196474.53,96.47%,37.28%,169,61.24%,0.17,19505.55,买1 | 卖0
002112,三变科技,195718.27,95.72%,32.54%,169,79.12%,0.21,9715.66,买2 | 卖4
003001,中岩大地,195389.71,95.39%,35.56%,45,48.90%,0.45,4189.33,买1 | 卖0
301091,深城交,195203.71,95.20%,30.23%,43,51.46%,0.5,3679.28,买0 | 卖0
001208,华菱线缆,195086.74,95.09%,41.46%,41,39.53%,0.51,2701.3,买12 | 卖0
301248,杰创智能,194460.88,94.46%,36.11%,36,34.11%,0.57,2885.11,买0 | 卖0
301028,鼎熔岩,194373.22,94.37%,47.62%,42,28.46%,0.55,4164.81,买0 | 卖0
301169,零点有数,194016.63,94.02%,44.74%,38,55.67%,0.5,2644.34,买0 | 卖0
002951,金时科技,193796.59,93.80%,39.66%,58,37.51%,0.37,4806.49,买11 | 卖0
300019,硅宝科技,193476.38,93.48%,37.75%,151,68.77%,0.22,11461.63,买1 | 卖1
002445,中南文化,193032.52,93.03%,35.16%,128,73.11%,0.21,18081.52,买1 | 卖2
002286,保龄宝,192836.02,92.84%,34.25%,146,63.54%,0.2,16253.97,买0 | 卖2
301070,开勒股份,192739.34,92.74%,47.22%,36,30.63%,0.51,3512.65,买0 | 卖0
301323,新莱福,192476.76,92.48%,60.87%,23,33.00%,0.75,1936.26,买0 | 卖0
002335,科华数据,192474.87,92.47%,36.60%,153,63.15%,0.21,14085.01,买3 | 卖0
002632,道明光学,192262.86,92.26%,36.57%,134,49.36%,0.22,13121.16,买2 | 卖1
301389,隆扬电子,192158.28,92.16%,35.48%,31,42.18%,0.61,2534.73,买1 | 卖0
300269,联建光电,192075.83,92.08%,33.33%,123,73.79%,0.25,14526.21,买5 | 卖0
600002,齐鲁石化,191964.28,91.96%,44.59%,74,36.85%,0.35,7089.74,买2 | 卖0
002191,劲嘉股份,191942.77,91.94%,33.72%,172,45.18%,0.16,15108.24,买1 | 卖1
000927,中国铁物,191704.32,91.70%,35.95%,242,67.07%,0.15,29482.81,买3 | 卖3
002665,ST航高,191375.29,91.38%,34.00%,100,69.83%,0.26,17359.69,买3 | 卖3
002035,华帝股份,191261.44,91.26%,37.98%,208,65.89%,0.16,38816.58,买0 | 卖0
002622,皓宸医疗,191215.97,91.22%,32.26%,124,69.96%,0.25,13254.94,买2 | 卖1
002747,埃斯顿,190994.05,90.99%,38.00%,100,56.58%,0.27,10341.86,买19 | 卖1
002270,华明装备,190394.64,90.39%,33.54%,164,75.82%,0.2,11615.34,买4 | 卖1
000689,ST宏业,190391.71,90.39%,34.69%,49,46.25%,0.45,3773.29,买2 | 卖4
300094,国联水产,190364.54,90.36%,35.66%,143,63.21%,0.23,24755.38,买2 | 卖1
600004,白云机场,190267.89,90.27%,37.22%,223,36.83%,0.11,28631.06,买0 | 卖1
002630,ST华西,190208.52,90.21%,34.45%,119,59.32%,0.23,11508.44,买2 | 卖0
002023,海特高新,190178.04,90.18%,38.94%,208,54.34%,0.17,21593.99,买0 | 卖0
300730,科创信息,190143.4,90.14%,42.03%,69,64.79%,0.35,4466.69,买15 | 卖2
002311,海大集团,190084.3,90.08%,36.81%,163,43.80%,0.17,17361.75,买0 | 卖0
300312,邦讯退,189991.16,89.99%,36.47%,85,78.90%,0.33,27267.88,买1 | 卖2
300137,先河环保,189692.58,89.69%,38.17%,131,47.54%,0.21,10502.5,买7 | 卖3
002666,德联集团,189515.89,89.52%,36.59%,123,62.92%,0.22,13928.2,买0 | 卖2
301183,东田微,189506.62,89.51%,28.57%,35,60.85%,0.53,4433.37,买0 | 卖0
003038,鑫铂股份,189400.74,89.40%,34.09%,44,58.18%,0.45,6301.23,买9 | 卖0
002410,广联达,189091.36,89.09%,33.74%,163,48.56%,0.18,15681.59,买0 | 卖0
300139,晓程科技,189090.8,89.09%,30.46%,151,75.70%,0.24,14859.24,买1 | 卖1
300459,汤姆猫,188935.48,88.94%,40.00%,85,70.83%,0.3,7618.51,买17 | 卖2
000618,吉林化工,188596.31,88.60%,43.48%,69,59.44%,0.3,4970.7,买5 | 卖3
000013,ST石化A,188561.26,88.56%,39.58%,96,55.28%,0.29,11425.76,买1 | 卖5
300842,帝科股份,188522.23,88.52%,39.22%,51,64.95%,0.42,4658.8,买13 | 卖0
002081,金 螳 螂,188289.46,88.29%,35.75%,179,54.09%,0.15,20384.61,买2 | 卖0
301603,乔锋智能,188111.83,88.11%,46.15%,13,32.41%,1.12,1332.16,买0 | 卖0
002332,仙琚制药,187790.13,87.79%,35.76%,151,59.82%,0.17,21918.83,买0 | 卖0
301075,多瑞医药,187658.48,87.66%,37.84%,37,57.35%,0.48,2968.53,买0 | 卖0
300195,长荣股份,187609.36,87.61%,34.03%,144,61.10%,0.19,21441.73,买0 | 卖0
002481,双塔食品,187170.97,87.17%,36.81%,144,68.11%,0.2,21532.05,买5 | 卖0
300711,广哈通信,187090.69,87.09%,41.03%,78,58.90%,0.33,6168.29,买13 | 卖0
300406,九强生物,186563.7,86.56%,40.59%,101,47.75%,0.24,9457.31,买17 | 卖0
300612,宣亚国际,186402.59,86.40%,32.50%,80,61.77%,0.33,10076.42,买13 | 卖0
300769,德方纳米,186295.28,86.30%,32.79%,61,68.25%,0.36,7719.73,买7 | 卖0
300228,富瑞特装,185822.23,85.82%,38.03%,142,50.54%,0.22,16534.83,买1 | 卖1
002995,天地在线,185587.62,85.59%,29.41%,51,57.21%,0.41,3153.36,买7 | 卖0
300037,新宙邦,184684.01,84.68%,39.86%,148,57.97%,0.2,16659.01,买0 | 卖1
002452,长高电新,184559.0,84.56%,37.32%,142,61.23%,0.19,11063.96,买1 | 卖0
300379,东通退,184352.94,84.35%,40.78%,103,69.91%,0.3,18715.07,买9 | 卖0
002829,星网宇达,184333.67,84.33%,41.46%,82,40.07%,0.29,7516.34,买13 | 卖0
000539,粤电力Ａ,184176.93,84.18%,31.10%,299,53.33%,0.07,51589.07,买0 | 卖0
300660,江苏雷利,184176.81,84.18%,32.53%,83,66.14%,0.3,4065.18,买4 | 卖0
300210,森远股份,184166.38,84.17%,32.86%,140,64.10%,0.24,10389.59,买1 | 卖0
300766,每日互动,183972.8,83.97%,26.56%,64,68.19%,0.36,3089.13,买14 | 卖1
002179,中航光电,183953.07,83.95%,31.77%,192,62.06%,0.16,23372.89,买0 | 卖2
300172,中电环保,183709.63,83.71%,34.87%,152,60.46%,0.2,16116.31,买0 | 卖0
002140,东华科技,183417.14,83.42%,36.84%,171,61.17%,0.16,22270.97,买3 | 卖0
000911,广农糖业,183288.76,83.29%,33.61%,238,76.65%,0.18,47995.28,买2 | 卖0
301345,涛涛车业,183189.31,83.19%,42.31%,26,46.43%,0.7,2441.69,买0 | 卖0
002341,ST新纶,183000.74,83.00%,42.02%,119,73.70%,0.22,16901.21,买1 | 卖2
300669,沪宁股份,182929.68,82.93%,40.54%,74,53.88%,0.29,4981.26,买7 | 卖0
000592,平潭发展,182828.24,82.83%,34.68%,248,98.43%,0.31,21549.73,买1 | 卖6
300474,景嘉微,182733.78,82.73%,32.97%,91,52.59%,0.27,6851.25,买21 | 卖2
301382,蜂助手,182509.1,82.51%,33.33%,27,55.55%,0.64,2100.9,买0 | 卖0
300456,赛微电子,182446.33,82.45%,35.11%,94,77.23%,0.28,6784.64,买18 | 卖2
301131,聚赛龙,182109.34,82.11%,53.33%,30,33.65%,0.52,2750.64,买0 | 卖0
000665,湖北广电,181910.32,81.91%,38.84%,242,99.59%,0.38,29203.63,买1 | 卖4
002375,亚厦股份,181827.49,81.83%,35.62%,146,60.39%,0.18,18125.41,买1 | 卖0
300355,蒙草生态,181601.87,81.60%,32.52%,123,72.30%,0.23,11644.12,买4 | 卖0
301035,润丰股份,181601.24,81.60%,38.10%,42,37.01%,0.5,4365.77,买0 | 卖0
300468,四方精创,181146.61,81.15%,32.99%,97,67.31%,0.28,6854.37,买16 | 卖2
000787,ST创智,181127.88,81.13%,29.67%,91,82.46%,0.29,11636.09,买5 | 卖0
300403,汉宇集团,180976.63,80.98%,34.23%,111,66.11%,0.24,8457.43,买10 | 卖1
301176,逸豪新材,180685.15,80.69%,37.93%,29,51.39%,0.54,2584.83,买0 | 卖0
300280,紫天退,180335.07,80.34%,35.96%,114,63.05%,0.27,13491.93,买2 | 卖2
002696,百洋股份,180278.72,80.28%,35.25%,122,61.91%,0.22,15244.23,买1 | 卖2
002892,科力尔,180103.45,80.10%,30.12%,83,60.03%,0.3,6746.53,买10 | 卖0
002516,旷达科技,180039.08,80.04%,32.39%,142,59.89%,0.18,13121.92,买0 | 卖0
300034,钢研高纳,180005.72,80.01%,34.39%,157,67.76%,0.19,15208.3,买2 | 卖0
002208,合肥城建,179823.95,79.82%,31.21%,173,68.68%,0.19,12480.07,买2 | 卖1
002463,沪电股份,179722.18,79.72%,34.57%,162,62.53%,0.19,15692.81,买0 | 卖1
300809,华辰装备,179570.03,79.57%,30.65%,62,44.07%,0.37,5635.99,买2 | 卖0
600025,华能水电,179501.61,79.50%,40.51%,79,36.06%,0.32,8535.34,买4 | 卖0
002686,亿利达,179394.26,79.39%,40.00%,130,59.01%,0.21,15064.81,买1 | 卖0
300286,安科瑞,179246.52,79.25%,36.76%,136,62.05%,0.21,13863.53,买2 | 卖0
002533,金杯电工,179155.43,79.16%,34.97%,143,52.59%,0.17,11389.57,买0 | 卖0
301112,信邦智能,179056.35,79.06%,31.25%,32,44.46%,0.52,2202.64,买0 | 卖0
301316,慧博云通,178946.87,78.95%,33.33%,33,52.51%,0.54,2649.15,买0 | 卖0
001400,江顺科技,178941.11,78.94%,28.57%,7,18.48%,1.65,532.9,买0 | 卖0
300980,祥源新材,178933.41,78.93%,34.09%,44,43.09%,0.44,3409.56,买0 | 卖0
000820,ST节能,178877.42,78.88%,33.80%,216,83.21%,0.18,16516.64,买34 | 卖24
002837,英维克,178828.66,78.83%,31.40%,86,56.57%,0.29,4079.4,买8 | 卖0
002890,弘宇股份,178570.87,78.57%,41.89%,74,61.41%,0.29,5266.13,买6 | 卖1
002608,江苏国信,178297.31,78.30%,37.72%,114,36.70%,0.2,15082.69,买3 | 卖2
002843,泰嘉股份,178281.8,78.28%,42.86%,77,62.00%,0.28,5729.19,买16 | 卖1
301232,飞沃科技,178233.79,78.23%,27.59%,29,51.97%,0.62,1535.22,买0 | 卖0
300759,康龙化成,178117.38,78.12%,47.54%,61,55.79%,0.33,6858.74,买14 | 卖1
002922,伊戈尔,178075.89,78.08%,52.05%,73,63.14%,0.3,5281.1,买6 | 卖0
