股票代码,股票名称,最终资产,总收益率,胜率,交易次数(对),最大回撤,夏普比率,总手续费,挂单重试(买/卖)
301252,同星科技,67717.01,-32.28%,30.30%,33,50.96%,-0.22,1504.99,买0 | 卖0
301419,阿莱德,67676.23,-32.32%,30.00%,30,53.17%,-0.2,1475.76,买0 | 卖0
300923,研奥股份,67644.47,-32.36%,32.61%,46,60.94%,-0.14,1986.54,买0 | 卖0
002278,神开股份,67594.14,-32.41%,36.42%,151,74.08%,-0.02,7794.91,买1 | 卖3
300563,神宇股份,67488.47,-32.51%,37.78%,90,74.25%,0.04,3401.55,买18 | 卖0
001308,康冠科技,67478.43,-32.52%,25.64%,39,54.79%,-0.33,2437.54,买0 | 卖0
300968,格林精密,67440.5,-32.56%,40.00%,45,63.32%,-0.08,1847.55,买0 | 卖0
300959,线上线下,67376.73,-32.62%,34.69%,49,62.50%,-0.03,2113.28,买0 | 卖0
300940,南极光,67366.92,-32.63%,25.53%,47,69.32%,-0.1,2001.09,买1 | 卖0
300576,容大感光,67350.4,-32.65%,27.47%,91,63.34%,0.02,4045.57,买15 | 卖0
300588,熙菱信息,67330.68,-32.67%,37.80%,82,83.02%,0.07,2741.26,买18 | 卖3
300001,特锐德,67312.69,-32.69%,35.48%,155,71.62%,-0.01,12347.3,买12 | 卖0
300790,宇瞳光学,67294.68,-32.71%,28.79%,66,63.53%,-0.09,2542.29,买7 | 卖0
300582,英飞特,67188.91,-32.81%,34.15%,82,70.17%,0.02,2861.04,买12 | 卖1
301307,美利信,67164.25,-32.84%,30.00%,30,62.37%,-0.16,1423.78,买1 | 卖0
300313,ST天山,67160.42,-32.84%,32.52%,123,83.36%,0.12,9645.57,买3 | 卖2
002751,易尚退,67141.53,-32.86%,27.40%,73,80.29%,-0.02,5021.44,买26 | 卖1
300426,华智数媒,67051.86,-32.95%,32.00%,100,69.06%,0.03,7312.12,买15 | 卖0
000780,ST平能,67045.6,-32.95%,34.08%,223,98.76%,0.22,12070.49,买8 | 卖4
600027,华电国际,67027.54,-32.97%,34.45%,209,75.53%,-0.07,15324.5,买2 | 卖3
001268,联合精密,66991.69,-33.01%,27.50%,40,59.61%,-0.25,1620.28,买5 | 卖0
300472,ST新元,66961.92,-33.04%,34.04%,94,66.03%,0.06,4595.13,买12 | 卖4
002446,盛路通信,66684.35,-33.32%,30.00%,150,67.84%,0.0,7698.66,买14 | 卖0
002507,涪陵榨菜,66595.21,-33.40%,38.35%,133,56.10%,-0.11,6809.83,买1 | 卖0
300644,南京聚隆,66556.35,-33.44%,40.74%,81,81.15%,-0.02,3204.73,买7 | 卖1
001337,四川黄金,66474.45,-33.53%,16.67%,36,62.08%,-0.27,1734.52,买13 | 卖0
002207,准油股份,66472.91,-33.53%,36.67%,150,73.03%,0.05,7804.11,买3 | 卖5
002504,ST弘高,66189.42,-33.81%,35.92%,103,67.56%,-0.01,6730.6,买5 | 卖1
301363,美好医疗,66170.87,-33.83%,31.58%,38,62.50%,-0.2,1746.16,买0 | 卖0
301287,康力源,66109.98,-33.89%,25.00%,28,51.84%,-0.35,1433.0,买0 | 卖0
300092,科新机电,66075.42,-33.92%,35.46%,141,77.56%,0.02,7399.61,买0 | 卖0
001215,千味央厨,65851.11,-34.15%,39.02%,41,54.97%,-0.25,2055.89,买11 | 卖0
301469,恒达新材,65798.12,-34.20%,33.33%,24,57.94%,-0.44,962.91,买0 | 卖0
002774,快意电梯,65779.27,-34.22%,41.25%,80,72.06%,-0.1,2722.73,买15 | 卖1
300703,创源股份,65695.61,-34.30%,34.94%,83,72.79%,-0.03,3142.4,买9 | 卖1
002748,世龙实业,65584.54,-34.42%,38.38%,99,78.60%,-0.01,4668.45,买10 | 卖1
301010,晶雪节能,65353.26,-34.65%,39.53%,43,66.67%,-0.08,1533.71,买4 | 卖0
002724,海洋王,65290.82,-34.71%,36.46%,96,79.47%,-0.04,7140.19,买9 | 卖0
301213,观想科技,65283.39,-34.72%,34.15%,41,65.26%,-0.08,1753.65,买3 | 卖0
300921,南凌科技,65280.74,-34.72%,35.42%,48,56.74%,-0.05,2576.25,买0 | 卖0
002282,博深股份,65247.5,-34.75%,34.39%,157,70.39%,-0.03,10108.44,买2 | 卖1
001323,慕思股份,65238.72,-34.76%,21.43%,42,46.87%,-0.59,2469.34,买0 | 卖0
301000,肇民科技,65158.97,-34.84%,31.11%,45,39.47%,-0.14,2263.02,买0 | 卖0
600136,ST明诚,65134.62,-34.87%,36.73%,226,98.72%,0.34,13074.37,买14 | 卖7
300592,华凯易佰,65107.31,-34.89%,35.29%,85,64.68%,-0.02,4906.73,买16 | 卖2
000763,锦州石化,65055.65,-34.94%,36.25%,80,73.37%,-0.12,4343.31,买1 | 卖0
002435,ST长康,64967.53,-35.03%,35.29%,119,79.92%,-0.08,11509.5,买1 | 卖39
300879,大叶股份,64906.99,-35.09%,34.55%,55,71.58%,-0.03,1975.04,买1 | 卖1
003023,彩虹集团,64894.42,-35.11%,32.14%,56,50.99%,-0.24,2634.6,买2 | 卖0
300362,天翔退,64894.05,-35.11%,27.27%,44,74.81%,-0.05,2890.93,买6 | 卖2
300448,浩云科技,64876.66,-35.12%,34.62%,104,72.08%,-0.0,4460.37,买25 | 卖2
002687,乔治白,64862.81,-35.14%,29.20%,137,72.70%,-0.08,8155.18,买3 | 卖0
001979,招商蛇口,64818.45,-35.18%,27.00%,100,52.77%,-0.23,5747.55,买0 | 卖0
002314,南山控股,64794.22,-35.21%,28.17%,142,69.96%,-0.05,7962.8,买3 | 卖0
300710,万隆光电,64785.74,-35.21%,34.15%,82,65.81%,-0.03,3970.26,买13 | 卖0
002141,贤丰控股,64583.77,-35.42%,32.56%,172,84.68%,0.03,5633.13,买5 | 卖3
301130,西点药业,64567.82,-35.43%,33.33%,39,62.18%,-0.24,1835.17,买0 | 卖0
002255,海陆重工,64393.57,-35.61%,34.13%,167,64.83%,-0.01,8828.49,买10 | 卖3
002917,金奥博,64333.99,-35.67%,34.67%,75,75.34%,-0.05,3342.02,买5 | 卖0
300477,ST合纵,64317.63,-35.68%,32.61%,92,81.04%,0.02,6142.34,买14 | 卖0
300619,金银河,64279.84,-35.72%,30.34%,89,71.08%,0.04,3654.14,买18 | 卖0
300165,ST天瑞,64216.37,-35.78%,33.33%,135,82.71%,0.02,8938.61,买0 | 卖1
300282,三盛退,64154.65,-35.85%,32.35%,102,82.60%,0.02,12993.31,买3 | 卖1
301197,工大科雅,64109.57,-35.89%,32.43%,37,51.26%,-0.25,1845.47,买0 | 卖0
002534,西子洁能,64081.84,-35.92%,32.65%,147,68.33%,-0.04,7679.19,买3 | 卖0
003009,中天火箭,63882.07,-36.12%,32.00%,50,47.12%,-0.18,2369.93,买20 | 卖0
301198,喜悦智行,63844.17,-36.16%,38.46%,39,63.22%,-0.2,1409.85,买1 | 卖0
301565,中仑新材,63843.24,-36.16%,26.67%,15,45.40%,-0.48,772.73,买0 | 卖1
300609,汇纳科技,63837.1,-36.16%,35.48%,93,84.25%,-0.01,3644.82,买18 | 卖0
300610,晨化股份,63799.73,-36.20%,32.50%,80,58.80%,-0.1,3342.22,买13 | 卖0
301568,思泰克,63775.2,-36.22%,28.00%,25,56.34%,-0.3,1013.81,买1 | 卖0
301087,可孚医疗,63767.16,-36.23%,34.88%,43,59.68%,-0.35,1734.85,买1 | 卖0
002733,雄韬股份,63736.76,-36.26%,31.86%,113,72.65%,-0.02,6684.24,买8 | 卖0
002462,嘉事堂,63718.39,-36.28%,35.42%,144,76.39%,-0.08,9458.59,买2 | 卖0
301519,舜禹股份,63690.86,-36.31%,26.92%,26,49.45%,-0.41,1223.15,买0 | 卖0
002280,ST联络,63401.23,-36.60%,32.06%,131,85.46%,0.03,10065.75,买10 | 卖3
300559,佳发教育,63382.73,-36.62%,31.63%,98,60.75%,-0.05,5680.23,买14 | 卖0
300957,贝泰妮,63279.08,-36.72%,30.00%,40,65.28%,-0.26,1918.95,买0 | 卖0
002805,丰元股份,63232.35,-36.77%,34.78%,92,76.58%,0.01,3900.68,买25 | 卖3
003013,地铁设计,63048.48,-36.95%,30.19%,53,45.16%,-0.36,2637.49,买3 | 卖0
002895,川恒股份,63038.14,-36.96%,34.62%,78,78.00%,-0.04,2916.87,买17 | 卖3
301093,华兰股份,62996.97,-37.00%,24.00%,50,64.34%,-0.35,2113.01,买0 | 卖0
300583,赛托生物,62969.48,-37.03%,31.65%,79,54.06%,-0.1,3762.49,买5 | 卖0
301215,中汽股份,62818.04,-37.18%,31.82%,44,61.08%,-0.21,2115.95,买0 | 卖0
003007,直真科技,62814.55,-37.19%,28.57%,56,67.27%,-0.05,2927.5,买2 | 卖0
300876,蒙泰高新,62658.89,-37.34%,33.33%,51,70.58%,-0.13,1728.11,买0 | 卖0
300188,国投智能,62589.43,-37.41%,34.62%,156,68.69%,-0.02,7236.57,买2 | 卖3
300901,中胤时尚,62413.0,-37.59%,30.19%,53,79.10%,-0.13,1735.02,买0 | 卖0
301278,快可电子,61940.79,-38.06%,37.50%,32,46.95%,-0.32,1499.19,买0 | 卖0
300907,康平科技,61939.66,-38.06%,38.30%,47,44.08%,-0.14,2179.32,买1 | 卖0
300701,森霸传感,61889.65,-38.11%,31.46%,89,71.72%,-0.08,5569.38,买12 | 卖0
002862,实丰文化,61887.29,-38.11%,32.94%,85,71.62%,-0.01,4014.7,买15 | 卖5
300950,德固特,61850.05,-38.15%,25.53%,47,73.23%,-0.09,1442.95,买2 | 卖0
003816,中国广核,61788.16,-38.21%,32.35%,68,38.21%,-0.57,3550.86,买4 | 卖0
300461,田中精机,61771.69,-38.23%,30.53%,95,84.99%,0.04,3534.4,买24 | 卖0
001368,通达创智,61761.02,-38.24%,33.33%,30,49.11%,-0.49,1475.01,买0 | 卖0
002559,亚威股份,61705.57,-38.29%,34.44%,151,68.64%,-0.06,6751.51,买3 | 卖1
000798,中水渔业,61671.28,-38.33%,34.47%,264,74.19%,0.03,11910.76,买1 | 卖2
002981,朝阳科技,61539.71,-38.46%,36.36%,55,59.01%,-0.15,2390.31,买7 | 卖2
301036,双乐股份,61396.34,-38.60%,36.36%,44,53.64%,-0.16,2200.68,买0 | 卖0
300561,ST汇科,61388.44,-38.61%,30.23%,86,83.23%,0.05,2410.59,买14 | 卖3
300598,诚迈科技,61279.4,-38.72%,29.79%,94,79.75%,0.03,4507.67,买22 | 卖2
002739,万达电影,61270.29,-38.73%,32.95%,88,74.70%,-0.13,5659.7,买13 | 卖1
002902,铭普光磁,61266.63,-38.73%,26.25%,80,80.00%,-0.01,4011.34,买9 | 卖2
300402,宝色股份,61222.01,-38.78%,33.65%,104,82.63%,0.04,6858.95,买20 | 卖5
002976,瑞玛精密,61178.45,-38.82%,34.55%,55,59.88%,-0.11,3018.59,买7 | 卖0
301318,维海德,61142.65,-38.86%,25.00%,44,54.25%,-0.27,2168.34,买1 | 卖0
000699,SST佳纸,61094.96,-38.91%,34.52%,84,65.58%,-0.12,5016.06,买3 | 卖10
002830,名雕股份,61037.82,-38.96%,39.78%,93,67.09%,-0.09,5050.19,买10 | 卖0
002431,棕榈股份,61016.57,-38.98%,29.66%,145,73.60%,-0.04,8307.37,买5 | 卖1
301298,东利机械,61006.35,-38.99%,34.21%,38,61.73%,-0.38,1600.66,买0 | 卖0
300132,青松股份,60819.68,-39.18%,32.12%,137,76.69%,-0.06,6181.33,买0 | 卖0
300854,中兰环保,60690.2,-39.31%,24.39%,41,65.38%,-0.24,1691.85,买0 | 卖0
002102,能特科技,60563.52,-39.44%,34.29%,175,78.36%,-0.01,7212.47,买17 | 卖17
002990,盛视科技,60516.91,-39.48%,30.36%,56,62.95%,-0.23,2315.07,买5 | 卖1
300177,中海达,60484.47,-39.52%,32.45%,151,76.28%,-0.01,8409.51,买1 | 卖1
002877,智能自控,60460.71,-39.54%,30.00%,90,80.09%,-0.08,4975.26,买12 | 卖0
300335,迪森股份,60459.74,-39.54%,38.17%,131,81.43%,-0.07,8491.25,买2 | 卖1
300807,天迈科技,60450.47,-39.55%,32.76%,58,72.70%,0.01,2042.54,买14 | 卖0
301296,新巨丰,60407.06,-39.59%,25.71%,35,56.90%,-0.53,2143.93,买0 | 卖0
002688,金河生物,60325.41,-39.67%,28.79%,132,65.36%,-0.11,5816.51,买1 | 卖0
002552,宝鼎科技,60298.89,-39.70%,26.43%,140,65.88%,-0.01,7215.14,买5 | 卖0
301331,恩威医药,60169.06,-39.83%,30.56%,36,47.22%,-0.39,1750.93,买0 | 卖0
300970,华绿生物,60083.78,-39.92%,26.00%,50,73.90%,-0.23,2004.18,买0 | 卖0
301279,金道科技,59990.26,-40.01%,30.56%,36,52.83%,-0.24,2106.71,买0 | 卖0
301520,万邦医药,59980.29,-40.02%,35.00%,20,51.08%,-0.6,836.72,买0 | 卖0
301193,家联科技,59878.08,-40.12%,25.53%,47,52.94%,-0.3,2598.93,买0 | 卖0
300948,冠中生态,59770.11,-40.23%,27.08%,48,60.35%,-0.15,2205.92,买3 | 卖0
000948,南天信息,59764.91,-40.24%,33.91%,230,81.94%,0.03,17787.11,买5 | 卖1
300673,佩蒂股份,59762.79,-40.24%,28.26%,92,55.92%,-0.2,4451.2,买4 | 卖0
300891,惠云钛业,59751.86,-40.25%,39.22%,51,61.11%,-0.16,2201.15,买0 | 卖0
300773,拉卡拉,59575.3,-40.42%,25.68%,74,82.47%,-0.15,3356.69,买5 | 卖1
002767,先锋电子,59524.27,-40.48%,35.00%,100,63.09%,-0.04,5844.72,买10 | 卖2
002379,宏桥控股,59485.11,-40.51%,34.72%,144,79.25%,-0.04,4158.96,买6 | 卖1
002470,金正大,59452.05,-40.55%,30.77%,143,73.22%,-0.13,6582.97,买4 | 卖4
300036,超图软件,59358.2,-40.64%,34.81%,158,79.30%,-0.01,7779.73,买2 | 卖0
002556,辉隆股份,59257.14,-40.74%,34.39%,157,75.02%,-0.06,11227.94,买0 | 卖0
301152,天力锂能,59231.54,-40.77%,22.58%,31,60.38%,-0.22,1418.49,买0 | 卖0
300463,迈克生物,59190.88,-40.81%,34.69%,98,58.42%,-0.14,4146.13,买15 | 卖1
301313,凡拓数创,58990.91,-41.01%,34.21%,38,67.47%,-0.18,1354.09,买1 | 卖0
002856,美芝股份,58989.55,-41.01%,36.36%,77,80.20%,-0.07,2222.48,买11 | 卖7
301428,世纪恒通,58986.07,-41.01%,25.81%,31,55.73%,-0.23,1584.92,买0 | 卖0
300529,健帆生物,58920.64,-41.08%,28.74%,87,63.35%,-0.18,5426.36,买17 | 卖0
300788,中信出版,58885.96,-41.11%,36.76%,68,70.04%,-0.12,4953.03,买5 | 卖0
300833,浩洋股份,58868.66,-41.13%,27.87%,61,46.71%,-0.26,2870.29,买2 | 卖0
300027,华谊兄弟,58823.82,-41.18%,34.42%,154,74.32%,-0.04,9882.19,买4 | 卖0
002512,达华智能,58726.93,-41.27%,32.31%,130,78.16%,-0.02,4709.05,买9 | 卖1
002745,木林森,58651.84,-41.35%,30.00%,100,54.01%,-0.15,5583.21,买5 | 卖0
300908,仲景食品,58629.64,-41.37%,28.26%,46,59.35%,-0.32,1945.33,买0 | 卖0
002936,郑州银行,58585.43,-41.41%,17.39%,69,41.81%,-0.48,3448.61,买2 | 卖0
002652,扬子新材,58535.83,-41.46%,37.50%,128,75.30%,-0.05,7466.1,买3 | 卖3
301170,锡南科技,58523.26,-41.48%,30.00%,30,61.86%,-0.59,1194.72,买0 | 卖0
002898,ST赛隆,58476.59,-41.52%,34.21%,76,75.40%,-0.07,3816.46,买12 | 卖3
300832,新产业,58290.47,-41.71%,27.59%,58,63.01%,-0.34,2381.6,买12 | 卖0
300519,新光药业,58283.83,-41.72%,36.47%,85,70.33%,-0.11,3275.18,买20 | 卖0
002909,集泰股份,58163.28,-41.84%,44.00%,75,63.77%,-0.11,2814.72,买13 | 卖0
001278,一彬科技,58078.06,-41.92%,30.30%,33,54.32%,-0.49,1388.95,买2 | 卖0
301456,盘古智能,58054.95,-41.95%,29.17%,24,64.56%,-0.46,1007.04,买0 | 卖0
301381,赛维时代,57989.04,-42.01%,36.00%,25,52.06%,-0.5,1152.96,买0 | 卖0
002309,中利集团,57929.04,-42.07%,30.99%,142,67.77%,-0.07,8888.02,买5 | 卖3
300511,雪榕生物,57893.28,-42.11%,31.58%,95,74.56%,-0.08,4682.76,买8 | 卖0
002411,必康退,57830.68,-42.17%,36.89%,103,94.50%,0.07,35525.32,买2 | 卖11
002961,瑞达期货,57801.66,-42.20%,30.00%,60,67.49%,-0.19,2538.34,买18 | 卖1
300090,盛运退,57724.95,-42.28%,34.88%,86,67.22%,-0.06,6302.1,买6 | 卖3
001258,立新能源,57718.19,-42.28%,25.00%,36,62.18%,-0.5,1669.82,买13 | 卖0
002991,甘源食品,57689.64,-42.31%,25.00%,52,49.59%,-0.32,2272.37,买10 | 卖0
002811,郑中设计,57607.99,-42.39%,35.23%,88,63.98%,-0.15,3304.06,买12 | 卖1
002570,贝因美,57519.16,-42.48%,32.61%,138,60.61%,-0.08,6429.79,买4 | 卖1
300713,英可瑞,57511.96,-42.49%,37.18%,78,76.16%,0.02,2333.07,买13 | 卖2
001217,华尔泰,57510.47,-42.49%,31.58%,38,56.87%,-0.3,1460.54,买7 | 卖1
300156,神雾退,57509.58,-42.49%,42.11%,76,79.48%,-0.08,6644.39,买0 | 卖0
300508,维宏股份,57414.83,-42.59%,28.43%,102,84.46%,-0.03,4574.18,买15 | 卖0
002136,安 纳 达,57351.5,-42.65%,32.22%,180,70.72%,0.0,6767.53,买5 | 卖2
301190,善水科技,57338.41,-42.66%,26.83%,41,53.93%,-0.36,1708.59,买0 | 卖0
300516,久之洋,57305.8,-42.69%,30.11%,93,76.04%,-0.08,3482.19,买17 | 卖0
002907,华森制药,57247.13,-42.75%,27.85%,79,75.60%,-0.06,3704.83,买19 | 卖0
300106,西部牧业,57204.54,-42.80%,34.78%,138,78.81%,0.09,8327.45,买3 | 卖1
002212,天融信,57160.18,-42.84%,32.12%,165,71.61%,-0.05,6832.82,买1 | 卖0
002216,三全食品,57158.96,-42.84%,29.57%,186,61.58%,-0.08,11534.01,买0 | 卖2
300799,左江退,57075.64,-42.92%,39.47%,38,78.37%,-0.03,2442.34,买17 | 卖0
002563,森马服饰,57061.05,-42.94%,31.21%,141,69.99%,-0.23,8649.97,买0 | 卖0
000530,冰山冷热,56965.73,-43.03%,34.88%,301,74.20%,0.02,17026.36,买3 | 卖0
002637,赞宇科技,56889.6,-43.11%,35.77%,137,74.56%,-0.07,7941.42,买0 | 卖1
002820,桂发祥,56802.33,-43.20%,31.91%,94,68.67%,-0.15,3694.67,买12 | 卖0
001239,永达股份,56705.57,-43.29%,36.36%,22,58.06%,-0.45,873.45,买6 | 卖1
002911,佛燃能源,56700.6,-43.30%,24.72%,89,66.26%,-0.2,3484.36,买4 | 卖0
002870,香山股份,56689.01,-43.31%,31.46%,89,66.50%,-0.11,3706.1,买5 | 卖0
002638,勤上股份,56530.46,-43.47%,36.21%,116,79.28%,-0.04,7521.53,买10 | 卖12
300897,山科智能,56443.66,-43.56%,33.93%,56,56.19%,-0.24,2634.32,买0 | 卖0
300847,中船汉光,56440.57,-43.56%,32.08%,53,79.78%,-0.14,2063.42,买12 | 卖0
002872,ST天圣,56370.16,-43.63%,41.89%,74,69.02%,-0.31,2694.87,买9 | 卖9
300778,新城市,56331.36,-43.67%,32.31%,65,62.69%,-0.07,2714.67,买6 | 卖0
300811,铂科新材,56287.78,-43.71%,30.16%,63,58.92%,-0.21,2715.22,买11 | 卖0
301272,英华特,56268.87,-43.73%,23.08%,26,51.29%,-0.64,1222.1,买0 | 卖0
001339,智微智能,56208.72,-43.79%,29.73%,37,62.76%,-0.25,1467.27,买8 | 卖1
300301,ST长方,56203.33,-43.80%,34.11%,129,87.15%,0.01,10161.6,买3 | 卖2
301161,唯万密封,56139.37,-43.86%,33.33%,39,69.70%,-0.18,1763.62,买0 | 卖0
002952,亚世光电,56114.83,-43.89%,30.88%,68,63.54%,-0.12,2738.18,买6 | 卖0
001236,弘业期货,56059.55,-43.94%,32.26%,31,65.49%,-0.27,1822.45,买26 | 卖0
001965,招商公路,56029.72,-43.97%,33.75%,80,47.78%,-0.51,3996.3,买2 | 卖0
300662,科锐国际,55872.62,-44.13%,31.33%,83,80.73%,-0.08,4394.39,买14 | 卖1
002955,鸿合科技,55690.57,-44.31%,30.65%,62,58.17%,-0.25,3033.4,买4 | 卖2
001333,光华股份,55598.77,-44.40%,29.73%,37,61.10%,-0.67,1486.23,买0 | 卖1
300729,乐歌股份,55577.17,-44.42%,33.73%,83,79.25%,-0.13,5216.89,买6 | 卖0
300958,建工修复,55440.39,-44.56%,29.17%,48,64.04%,-0.31,1994.66,买0 | 卖0
002010,传化智联,55407.17,-44.59%,33.94%,218,81.55%,-0.07,18685.79,买6 | 卖1
300581,晨曦航空,55393.75,-44.61%,24.72%,89,71.45%,-0.03,3771.29,买14 | 卖0
001376,百通能源,55366.09,-44.63%,36.00%,25,55.55%,-0.53,930.89,买1 | 卖1
301516,中远通,55353.24,-44.65%,30.00%,20,54.05%,-0.5,908.79,买1 | 卖0
300332,天壕能源,55327.37,-44.67%,35.94%,128,71.71%,-0.05,6373.7,买1 | 卖2
002345,潮宏基,55314.73,-44.69%,33.54%,158,72.95%,-0.14,9944.36,买0 | 卖1
300667,必创科技,55301.09,-44.70%,32.63%,95,66.26%,-0.07,5052.95,买14 | 卖3
300994,久祺股份,55295.91,-44.70%,29.79%,47,67.58%,-0.24,2150.1,买1 | 卖0
300557,理工光科,55205.81,-44.79%,33.33%,87,72.07%,-0.17,2745.26,买18 | 卖1
002883,中设股份,55108.86,-44.89%,31.71%,82,73.25%,-0.13,4693.1,买8 | 卖2
300851,交大思诺,54832.2,-45.17%,28.30%,53,58.50%,-0.32,2181.75,买5 | 卖0
001206,依依股份,54766.64,-45.23%,32.61%,46,59.30%,-0.4,1777.39,买5 | 卖0
300575,中旗股份,54761.17,-45.24%,25.56%,90,55.66%,-0.2,4847.87,买7 | 卖0
301006,迈拓股份,54715.84,-45.28%,31.82%,44,60.49%,-0.35,1945.2,买0 | 卖0
301618,长联科技,54672.84,-45.33%,40.00%,10,49.80%,-1.18,350.16,买1 | 卖0
300863,卡倍亿,54501.58,-45.50%,29.31%,58,75.46%,-0.17,2617.39,买2 | 卖0
001219,青岛食品,54496.54,-45.50%,28.30%,53,56.51%,-0.4,2694.48,买4 | 卖0
002823,凯中精密,54490.85,-45.51%,35.00%,80,67.26%,-0.2,2894.14,买14 | 卖2
300111,向日葵,54378.01,-45.62%,32.12%,137,71.99%,-0.01,5597.03,买2 | 卖2
002087,新纺退,54128.48,-45.87%,32.12%,165,69.56%,-0.09,10975.61,买5 | 卖6
301157,华塑科技,54114.55,-45.89%,40.74%,27,60.18%,-0.39,1066.47,买0 | 卖0
300155,安居宝,53988.68,-46.01%,36.67%,150,86.25%,0.0,11052.33,买1 | 卖2
002663,普邦股份,53988.58,-46.01%,31.03%,116,75.92%,-0.09,5813.39,买6 | 卖0
002051,中工国际,53949.57,-46.05%,31.94%,191,70.23%,-0.09,11919.4,买0 | 卖0
002196,方正电机,53762.76,-46.24%,34.86%,175,86.00%,-0.01,4838.24,买6 | 卖1
301367,瑞迈特,53713.73,-46.29%,27.27%,33,54.82%,-0.59,1304.24,买0 | 卖0
300291,百纳千成,53689.67,-46.31%,34.85%,132,78.90%,-0.02,7382.32,买2 | 卖0
002879,长缆科技,53652.59,-46.35%,43.24%,74,72.97%,-0.19,2531.41,买8 | 卖5
300640,德艺文创,53502.15,-46.50%,33.75%,80,58.75%,-0.17,3417.76,买15 | 卖0
300564,筑博设计,53352.65,-46.65%,37.29%,59,71.66%,-0.21,2046.38,买4 | 卖0
300387,富邦科技,53316.95,-46.68%,36.19%,105,75.07%,-0.08,5332.11,买10 | 卖1
300099,尤洛卡,53297.08,-46.70%,30.63%,160,68.65%,-0.08,7716.88,买3 | 卖0
301487,盟固利,53289.26,-46.71%,28.57%,21,62.32%,-0.35,845.73,买0 | 卖0
002887,绿茵生态,53204.22,-46.80%,35.00%,80,71.47%,-0.27,2986.78,买3 | 卖0
001210,金房能源,53169.69,-46.83%,34.69%,49,69.95%,-0.48,1764.28,买5 | 卖1
301090,华润材料,53135.64,-46.86%,27.03%,37,61.33%,-0.54,1572.35,买0 | 卖0
301558,三态股份,53121.9,-46.88%,26.92%,26,57.36%,-0.51,1176.11,买0 | 卖0
000588,PT粤金曼,52984.56,-47.02%,30.77%,52,67.42%,-0.25,2545.45,买0 | 卖1
002758,浙农股份,52884.6,-47.12%,32.00%,100,60.48%,-0.13,4946.41,买13 | 卖2
301151,冠龙节能,52861.07,-47.14%,30.56%,36,59.35%,-0.42,1784.93,买3 | 卖0
002962,五方光电,52803.84,-47.20%,30.65%,62,67.14%,-0.24,2284.12,买10 | 卖1
300865,大宏立,52720.49,-47.28%,34.00%,50,77.68%,-0.15,1635.52,买1 | 卖0
300338,ST开元,52574.93,-47.43%,28.80%,125,86.93%,0.03,8743.07,买2 | 卖1
002762,ST金比,52306.23,-47.69%,26.32%,95,71.48%,-0.06,3504.77,买11 | 卖0
001373,翔腾新材,52256.5,-47.74%,35.71%,28,71.07%,-0.61,990.51,买3 | 卖0
003004,ST声迅,52233.92,-47.77%,33.96%,53,66.37%,-0.25,2259.1,买10 | 卖0
301113,雅艺科技,52210.76,-47.79%,35.00%,40,55.81%,-0.38,1686.24,买1 | 卖0
301258,富士莱,52062.23,-47.94%,34.29%,35,53.22%,-0.37,1580.78,买0 | 卖0
300365,恒华科技,52052.95,-47.95%,36.75%,117,74.71%,-0.07,6979.08,买3 | 卖3
301122,采纳股份,52046.36,-47.95%,28.95%,38,59.08%,-0.46,1583.66,买1 | 卖0
000810,创维数字,51917.58,-48.08%,30.12%,259,84.75%,0.01,15509.44,买4 | 卖1
002521,齐峰新材,51901.62,-48.10%,37.50%,152,52.10%,-0.21,7567.3,买0 | 卖0
300528,幸福蓝海,51785.33,-48.21%,36.26%,91,81.16%,-0.04,2941.72,买16 | 卖1
300146,汤臣倍健,51764.51,-48.24%,33.61%,119,56.75%,-0.25,4942.46,买585 | 卖1
300540,蜀道装备,51678.78,-48.32%,31.11%,90,63.07%,-0.06,4041.26,买13 | 卖1
300868,杰美特,51466.64,-48.53%,31.48%,54,68.97%,-0.17,1782.39,买0 | 卖0
300886,华业香料,51354.99,-48.65%,25.93%,54,71.38%,-0.25,1769.0,买1 | 卖1
001259,利仁科技,51334.08,-48.67%,31.58%,38,63.04%,-0.62,1435.97,买6 | 卖2
300621,维业股份,51327.29,-48.67%,38.55%,83,60.37%,-0.11,3538.69,买11 | 卖1
300873,海晨股份,51302.63,-48.70%,32.69%,52,72.01%,-0.33,1664.35,买0 | 卖0
300838,浙江力诺,51278.51,-48.72%,33.33%,54,55.84%,-0.44,2202.51,买8 | 卖0
300888,稳健医疗,51186.19,-48.81%,32.00%,50,70.86%,-0.45,2394.86,买1 | 卖0
300605,恒锋信息,51157.75,-48.84%,34.52%,84,77.51%,-0.09,3663.28,买13 | 卖1
300830,金现代,50935.48,-49.06%,29.51%,61,81.16%,-0.13,1741.56,买14 | 卖0
301053,远信工业,50906.3,-49.09%,30.61%,49,64.50%,-0.36,2203.71,买0 | 卖0
300792,壹网壹创,50903.91,-49.10%,31.15%,61,83.28%,-0.13,4753.08,买8 | 卖1
002680,长生退,50896.06,-49.10%,37.04%,54,83.66%,-0.21,6630.92,买0 | 卖31
300367,网力退,50879.56,-49.12%,28.17%,71,88.65%,-0.09,7059.46,买3 | 卖2
002835,同为股份,50768.67,-49.23%,33.71%,89,63.87%,-0.11,3253.41,买12 | 卖0
300960,通业科技,50752.64,-49.25%,31.11%,45,63.98%,-0.19,1666.34,买0 | 卖0
